"id","sku","title","short description","description","category","link","image_link","price","shipping","stock","Fitment"
"154996","GL026a-1","Stealth LED VW Caddy 2011-2015 20 Luminous LED Integration Grille Kit - 8,400 Lumens","VW Caddy 2011-2015
Please Note: Trimming may be required on some bumpers (Locating tab mouldings)","Our 20' Stealth LED Grille Kit produces 8,400 raw lumens.

 	Includes hardware, wireless control fob and wiring loom
 	Our LED's use the highest quality Osram bulbs
 	Bespoke steel mounting brackets
 	Impact & scratch resistant Polycarbonate lens
 	UV protective & hard coating applied
 	Step by step install guide included
 	E-marked & fully road-legal
 	Black powder-coat finish
 	5-year warranty



DESIGNED BY Stealth LED 


Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our 20' LED light Kit has been engineered to mount to the vehicle using bespoke brackets and includes a step by step installation guide.


Our 20' Integration Kit for the VW Caddy offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites and night time driving.","Stealth LED Lights > Curved Light Bars","https://www.4x4predator.co.uk/curved-light-bars/stealth-led-vw-caddy-2011-2015-20-luminous-led-integration-grille-kit-8400-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_4719-WEB.jpg","249.99","","out of stock",""
"154997","GL078a","Stealth LED VW Caddy 2015-2020 21 Luminous LED Integration Grille Kit - 16,800 Lumens","VW Caddy 2015-2020
Please Note: Trimming may be required on some bumpers (Locating tab mouldings)","Our 21' Stealth LED Grille Kit produces 16,800 raw lumens.

 	Includes hardware, wireless control fob and wiring loom
 	Our LED's use the highest quality Osram bulbs
 	Bespoke steel mounting brackets
 	Impact & scratch resistant Polycarbonate lens
 	UV protective & hard coating applied
 	Step by step install guide included
 	E-marked & fully road-legal
 	Black powder-coat finish
 	5-year warranty



DESIGNED BY Stealth LED 


Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our 21' LED light Kit has been engineered to mount to the vehicle using bespoke brackets and includes a step by step installation guide.


Our 21' Integration Kit for the VW Caddy offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites and night time driving.","Stealth LED Lights > Curved Light Bars","https://www.4x4predator.co.uk/curved-light-bars/stealth-led-vw-caddy-2015-2020-21-luminous-led-integration-grille-kit-16800-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_2870-WEBv2.jpg","349.99","","out of stock",""
"154998","GL026a","Stealth LED VW Caddy 2015-2020 20 Luminous LED Integration Grille Kit - 8,400 Lumens","VW Caddy 2015-2020
Please Note: Trimming may be required on some bumpers (Locating tab mouldings)","Our 20' Stealth LED Grille Kit produces 8,400 raw lumens.

 	Includes hardware, wireless control fob and wiring loom
 	Our LED's use the highest quality Osram bulbs
 	Bespoke steel mounting brackets
 	Impact & scratch resistant Polycarbonate lens
 	UV protective & hard coating applied
 	Step by step install guide included
 	E-marked & fully road-legal
 	Black powder-coat finish
 	5-year warranty



DESIGNED BY Stealth LED 


Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our 20' LED light Kit has been engineered to mount to the vehicle using bespoke brackets and includes a step by step installation guide.


Our 20' Integration Kit for the VW Caddy offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites and night time driving.","Stealth LED Lights > Curved Light Bars","https://www.4x4predator.co.uk/curved-light-bars/stealth-led-vw-caddy-2015-2020-20-luminous-led-integration-grille-kit-8400-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_2897-WEBv2-scaled-1.jpg","249.99","","out of stock",""
"154999","GL098","Stealth LED VW Crafter 2006-2011 Twin 7 Luminous LED Integration Kit - 10,080 Lumens","VW Crafter 2006-2011","Our Twin 7' Stealth LED Grille kit produces 10,080 raw lumens. Includes hardware, wireless control fob and wiring loomOur LED's use the highest quality Osram bulbsBespoke stainless steel mounting bracketsImpact & scratch resistant Polycarbonate lensUV protective & hard coating applied3D Printed Grille End-CapsE-marked & fully road-legalBlack powder-coat finish5-year warranty DESIGNED BY Stealth LED Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our twin 7' LED light Kit is ingeniously engineered to mount to the grille using bespoke mounting brackets and includes a step by step installation guide.Our Luminous Integration Kit for the VW Crafter offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites, night time driving and camping.","Stealth LED Lights","https://www.4x4predator.co.uk/led-light-bars/stealth-led-vw-crafter-2006-2011-twin-7-luminous-led-integration-kit-10080-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_2771-WEB.jpg","349.99","","out of stock",""
"154995","GL208","Stealth LED VW Caddy Startline 2011-2015 Twin 7 Luminous LED Integration Kit - 10,080 Lumens","VW Caddy 2011-2015","Our Twin 7' Stealth LED Grille kit produces 10,080 raw lumens. Includes hardware, wireless control fob and wiring loomOur LED's use the highest quality Osram bulbsBespoke stainless steel mounting bracketsImpact & scratch resistant Polycarbonate lensUV protective & hard coating applied3D Printed Grille End-CapsE-marked & fully road-legalBlack powder-coat finish5-year warranty DESIGNED BY Stealth LED Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our twin 7' LED light Kit is ingeniously engineered to mount to the grille using bespoke mounting brackets and includes a step by step installation guide.Our Luminous Integration Kit for the VW Caddy offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites, night time driving and camping.","Stealth LED Lights","https://www.4x4predator.co.uk/led-light-bars/stealth-led-vw-caddy-startline-2011-2015-twin-7-luminous-led-integration-kit-10080-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_4874-WEB.jpg","349.99","","out of stock",""
"154989","GL179","Stealth LED Mercedes Sprinter 2019+ Twin 10 Luminous LED Integration Grille Kit - 7,560 Lumens","Mercedes Sprinter 2019+

Please note: Not compatible on vehicles with air-conditioning","Our Twin 10' Stealth LED Grille kit produces 7,560 raw lumens. Includes hardware, wireless control fob and wiring loomOur LED's use the highest quality Osram bulbsBespoke stainless steel mounting bracketsStep by step install guide includedImpact & scratch resistant Polycarbonate lensUV protective & hard coating appliedFully adjustable light positionE-marked & fully road-legalBlack powder-coat finish5-year warranty DESIGNED BY Stealth LED Designed using sophisticated CAD and 3D scanning software, our Twin 10' LED light kit has been ingeniously engineered to mount to the vehicle using bespoke mounting brackets and includes a step by step installation guide.Our 10' Integration Kit for the Mercedes Sprinter offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites and night time driving.","Stealth LED Lights > Integration Kits","https://www.4x4predator.co.uk/led-light-bars/stealth-led-mercedes-sprinter-2019-twin-10-luminous-led-integration-grille-kit-7560-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_2996-WEB-v3.jpg","299.99","","out of stock",""
"154990","GL184","Stealth LED Mercedes Sprinter 2019+ 21 Luminous LED Integration Grille Kit - 16,800 Lumens","Mercedes Sprinter 2019+ 

 

Not suitable for vehicles with front radar","Our 21' Stealth LED Grille Kit produces 16,800 raw lumens. Includes hardware, wireless control fob and wiring loomOur LED's use the highest quality Osram bulbsBespoke stainless steel mounting bracketsImpact & scratch resistant Polycarbonate lensUV protective & hard coating appliedStep by step install guide includedE-marked & fully road-legalBlack powder-coat finish5-year warranty DESIGNED BY Stealth LED Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our 21' LED light Kit has been engineered to mount to the vehicle using bespoke mounting brackets and includes a step by step installation guide.Stealth LED's 21' Integration Kit for the Mercedes Sprinter offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites and night time driving.","Stealth LED Lights > Curved Light Bars","https://www.4x4predator.co.uk/curved-light-bars/stealth-led-mercedes-sprinter-2019-21-luminous-led-integration-grille-kit-16800-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_4557-WEB.jpg","349.99","","out of stock","Mercedes Benz,Sprinter,VS30 (2019+)"
"154991","GL189","Stealth LED Peugeot Boxer 2014-2024 Twin 7 Luminous LED Integration Kit - 10,080 Lumens","Peugeot Boxer 2014-2024","Our Twin 7' Stealth LED Grille kit produces 10,080 raw lumens. Includes hardware, wireless control fob and wiring loomOur LED's use the highest quality Osram bulbsBespoke stainless steel mounting bracketsImpact & scratch resistant Polycarbonate lensUV protective & hard coating applied3D Printed Grille End-CapsE-marked & fully road-legalBlack powder-coat finish5-year warranty DESIGNED BY Stealth LED Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our twin 7' LED light Kit is ingeniously engineered to mount to the grille using bespoke mounting brackets and includes a step by step installation guide.Our Luminous Integration Kit for the Peugeot Boxer offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites, night time driving and camping.","Stealth LED Lights","https://www.4x4predator.co.uk/led-light-bars/stealth-led-peugeot-boxer-2014-2024-twin-7-luminous-led-integration-kit-10080-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_2369-WEB-OFF-copyv2.jpg","349.99","","out of stock",""
"154992","GL176","Stealth LED VW Amarok 2010-2016 Twin 7 Luminous LED Integration Kit - 10,080 Lumens","VW Amarok 2010-2016","Our Twin 7' Stealth LED Grille kit produces 10,080 raw lumens. Includes hardware, wireless control fob and wiring loomOur LED's use the highest quality Osram bulbsBespoke stainless steel mounting bracketsImpact & scratch resistant Polycarbonate lensUV protective & hard coating applied3D Printed Grille End-CapsE-marked & fully road-legalBlack powder-coat finish5-year warranty DESIGNED BY Stealth LED Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our twin 7' LED light Kit is ingeniously engineered to mount to the grille using bespoke mounting brackets and includes a step by step installation guide.Our Luminous Integration Kit for the VW Amarok offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites, night time driving and camping.","Stealth LED Lights","https://www.4x4predator.co.uk/led-light-bars/stealth-led-vw-amarok-2010-2016-twin-7-luminous-led-integration-kit-10080-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_2689-WEBv2.jpg","349.99","","out of stock",""
"154993","GL094","Stealth LED VW Amarok 2010-2016 Twin 10 Luminous LED Integration Grille Kit - 7,560 Lumens","VW Amarok 2010-2016","Our Twin 10' Stealth LED Grille kit produces 7,560 raw lumens. Includes hardware, wireless control fob and wiring loomOur LED's use the highest quality Osram bulbsBespoke stainless steel mounting bracketsStep by step install guide includedImpact & scratch resistant Polycarbonate lensUV protective & hard coating appliedFully adjustable light positionE-marked & fully road-legalBlack powder-coat finish5-year warranty DESIGNED BY Stealth LED Designed using sophisticated CAD and 3D scanning software, our Twin 10' LED light kit has been ingeniously engineered to mount to the grille using bespoke mounting brackets and includes a step by step installation guide.Our 10' Integration Kit for the VW Amarok offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites and night time driving.","Stealth LED Lights","https://www.4x4predator.co.uk/led-light-bars/stealth-led-vw-amarok-2010-2016-twin-10-luminous-led-integration-grille-kit-7560-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_2540-WEBv2-scaled-1.jpg","299.99","","out of stock",""
"154994","GL078a-1","Stealth LED VW Caddy 2011-2015 21 Luminous LED Integration Grille Kit - 16,800 Lumens","VW Caddy 2011-2015
Please Note: Trimming may be required on some bumpers (Locating tab mouldings)","Our 21' Stealth LED Grille Kit produces 16,800 raw lumens.

 	Includes hardware, wireless control fob and wiring loom
 	Our LED's use the highest quality Osram bulbs
 	Bespoke steel mounting brackets
 	Impact & scratch resistant Polycarbonate lens
 	UV protective & hard coating applied
 	Step by step install guide included
 	E-marked & fully road-legal
 	Black powder-coat finish
 	5-year warranty



DESIGNED BY Stealth LED 


Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our 21' LED light Kit has been engineered to mount to the vehicle using bespoke brackets and includes a step by step installation guide.


Our 21' Integration Kit for the VW Caddy offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites and night time driving.","Stealth LED Lights > Curved Light Bars","https://www.4x4predator.co.uk/curved-light-bars/stealth-led-vw-caddy-2011-2015-21-luminous-led-integration-grille-kit-16800-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_4742-WEB.jpg","349.99","","out of stock",""
"154988","GL185","Stealth LED Mercedes Sprinter 2019+ 30 Luminous LED Integration Grille Kit - 25,200 Lumens","Mercedes Sprinter 2019+

Not suitable for vehicles with front radar","Our 30' Stealth LED Grille Kit produces 25,200 raw lumens. Includes hardware, wireless control fob and wiring loomOur LED's use the highest quality Osram bulbsBespoke stainless steel mounting bracketsImpact & scratch resistant Polycarbonate lensUV protective & hard coating appliedFully adjustable light positionStep by step install guide includedE-marked & fully road-legalBlack powder-coat finish5-year warranty DESIGNED BY Stealth LED Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our 30' LED light Kit has been engineered to mount to existing points on the vehicle using bespoke mounting brackets and includes a step by step installation guide.Our 30' Integration Kit for the Mercedes Sprinter offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for night time driving, off road adventures and camping.","Stealth LED Lights > Curved Light Bars","https://www.4x4predator.co.uk/curved-light-bars/stealth-led-mercedes-sprinter-2019-30-luminous-led-integration-grille-kit-25200-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_4591-WEB.jpg","399.99","","out of stock",""
"154986","GL028","Stealth LED Ford Ranger T8 2018-2022 Twin 6 Luminous LED Rear Integration Kit - 5,760 Lumens","Ford Ranger T8 2018-2022","Our Twin 6' Stealth LED Grille kit produces 5,760 raw lumens. Includes hardware, wireless control fob and wiring loomOur LED's use the highest quality Osram bulbsBespoke stainless steel mounting bracketsImpact & scratch resistant Polycarbonate lensUV protective & hard coating appliedE-marked & fully road-legalBlack powder-coat finish5-year warranty DESIGNED BY Stealth LED Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our Twin 6' LED Rear light Kit is ingeniously engineered to mount to the vehicle using bespoke mounting brackets.Our Twin 6' Luminous Integration Kit for the Ford Ranger T8 offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites, camp sites and off roading.","Stealth LED Lights","https://www.4x4predator.co.uk/led-light-bars/stealth-led-ford-ranger-t8-2018-2022-twin-6-luminous-led-rear-integration-kit-5760-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/02/DSC_1593-WEB-V2.jpg","249.99","","in stock",""
"154984","GL172","Stealth LED Ford Ranger T8 2018-2022 20 Luminous LED Integration Kit - 8,400 Lumens","Ford Ranger T8 2018-2022","Our 20' Stealth LED Grille kit produces 8,400 raw lumens.



 Includes hardware, wireless control fob and wiring loom

 Our LED's use the highest quality Osram bulbs

 Bespoke stainless steel mounting brackets

 Designed to fit various Grilles for the Ranger T8

 Impact & scratch resistant Polycarbonate lens

 UV protective & hard coating applied

 E-marked & fully road-legal

 Black powder-coat finish

 5-year warranty



DESIGNED BY Stealth LED 

Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our 20' LED light Kit is ingeniously engineered to mount to the vehicle using bespoke, stainless steel mounting brackets and includes a step by step installation guide.

Our Integration Kit for the Ford Ranger T8 offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites, night time driving and camping.","Stealth LED Lights > Integration Kits","https://www.4x4predator.co.uk/integration-kits/stealth-led-ford-ranger-t8-2018-2022-20-luminous-led-integration-kit-8400-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_4214-WEB.jpg","249.99","","out of stock",""
"153831","GL170","Stealth LED Fiat Ducato 2014-2024 Twin 7 Luminous LED Integration Kit - 10,080 Lumens","Fiat Ducato 2014-2024","Our Twin 7' Stealth LED Grille kit produces 10,080 raw lumens.



 Includes hardware, wireless control fob and wiring loom

 Our LED's use the highest quality Osram bulbs

 Bespoke stainless steel mounting brackets

 Impact & scratch resistant Polycarbonate lens

 UV protective & hard coating applied

 3D Printed Grille End-Caps

 E-marked & fully road-legal

 Black powder-coat finish

 5-year warranty





DESIGNED BY Stealth LED





Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our twin 7' LED light Kit is ingeniously engineered to mount to the grille using bespoke mounting brackets and includes a step by step installation guide.



Our Luminous Integration Kit for the Fiat Ducato offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites, night time driving and camping.","Stealth LED Lights > Integration Kits","https://www.4x4predator.co.uk/integration-kits/stealth-led-fiat-ducato-2014-2024-twin-7-luminous-led-integration-kit-10080-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_7409-WEB.jpg","349.99","","in stock","Fiat"
"153824","GL187","Stealth LED Ford Transit Custom 2024+ Twin 7 Luminous LED Integration Kit - 10,080 Lumens","Ford Transit Custom 2024+","Our Twin 7' Stealth LED Grille kit produces 10,080 raw lumens.



 Includes hardware, wireless control fob and wiring loom

 Our LED's use the highest quality Osram bulbs

 Bespoke stainless steel mounting brackets

 Impact & scratch resistant Polycarbonate lens

 UV protective & hard coating applied

 3D Printed Grille End-Caps

 E-marked & fully road-legal

 Black powder-coat finish

 5-year warranty





DESIGNED BY Stealth LED





Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our Twin 7' LED light Kit is ingeniously engineered to mount to the grille using bespoke mounting brackets and includes a step by step installation guide.



Our Luminous Integration Kit for the Transit Custom offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites, night time driving and camping.","Stealth LED Lights > Integration Kits","https://www.4x4predator.co.uk/integration-kits/stealth-led-ford-transit-custom-2024-twin-7-luminous-led-integration-kit-10080-lumens/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_7033-WEB.jpg","349.99","","out of stock","Ford,MK2 V710 (2023+),Transit Custom"
"153724","KSSS004-1","Ford Transit Connect LWB 2021+ Gloss Black Side Skirts","Ford Transit Connect Maxi MK3 - 2021+

Ford Tourneo Connect Maxi MK3 - 2021+

Volkswagen Caddy Maxi MK5 - 2020+



Please Note:

This is ONLY suitable for long wheelbase (LWB) models only (2,975 mm).","Predator4x4 side skirts combine sleek aesthetics with simplicity, giving your Transit Connect a wider, lower stance in one easy upgrade. Whether you're hitting the trails or turning heads on the street, Predator4x4 side skirts​delivers the bold performance aesthetic your car deserves.





 Designed to improve looks and aerodynamics

 Quick and easy to fit to the side of your vehicle

 Manufactured from automotive grade ABS plastic

 Give your Ford a tougher look with our side skirts.

 Finished in gloss black ready to be fitted","Styling > Side Skirts","https://www.4x4predator.co.uk/side-skirts/ford-transit-connect-lwb-2021-gloss-black-side-skirts/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/KSSS004-03.jpg","104.99","","in stock","Ford,MK3 (2020+),Transit / Tourneo Connect"
"153725","KSSS005","Volkswagen Caddy MK5 SWB 2020+ Gloss Black Side Skirts","Ford Transit Connect MK3 - 2021+

Ford Tourneo Connect MK3 - 2021+

Volkswagen Caddy MK5 - 2020+



Please Note:

This is ONLY suitable for short wheelbase (SWB) models only (2,755 mm).","Predator4x4 side skirts combine sleek aesthetics with simplicity, giving your Volkswagen a wider, lower stance in one easy upgrade. Whether you're hitting the trails or turning heads on the street, Predator4x4 side skirts delivers the bold performance aesthetic your car deserves.





 Designed to improve looks and aerodynamics

 Quick and easy to fit to the side of your vehicle

 Manufactured from automotive grade ABS plastic

 Give your Caddy a tougher look with our side skirts.

 Finished in gloss black ready to be fitted","Styling > Side Skirts","https://www.4x4predator.co.uk/side-skirts/volkswagen-caddy-mk5-swb-2020-gloss-black-side-skirts/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/KSSS005-02-2.jpg","99.99","","in stock","Volkswagen,Caddy,MK5 (2021+)"
"153726","KSSS005-1","Ford Transit Tourneo Connect 2021+ Gloss Black Side Skirts","Ford Transit Connect MK3 - 2021+

Ford Tourneo Connect MK3 - 2021+

Volkswagen Caddy MK5 - 2020+



Please Note:

This is ONLY suitable for short wheelbase (SWB) models only (2,755 mm).","Predator4x4 side skirts combine sleek aesthetics with simplicity, giving your Transit Connect a wider, lower stance in one easy upgrade. Whether you're hitting the trails or turning heads on the street, Predator4x4side skirts​ delivers the bold performance aesthetic your car deserves.





 Designed to improve looks and aerodynamics

 Quick and easy to fit to the side of your vehicle

 Manufactured from automotive grade ABS plastic

 Give your Ford a tougher look with our side skirts.

 Finished in gloss black ready to be fitted","Styling > Side Skirts","https://www.4x4predator.co.uk/side-skirts/ford-transit-tourneo-connect-2021-gloss-black-side-skirts/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/KSSS005-02-1.jpg","99.99","","in stock","Ford,MK3 (2020+),Transit / Tourneo Connect"
"153727","KSSS006","Volkswagen Caddy MK4 SWB 2015-2020 Gloss Black Side Skirts","Volkswagen Caddy MK4 SWB - SA - 2015-2020



Please Note:

This is ONLY suitable for short wheelbase (SWB) models only.","Predator4x4 side skirts combine sleek aesthetics with simplicity, giving your Caddy a wider, lower stance in one easy upgrade. Whether you're hitting the trails or turning heads on the street, Predator4x4 side skirts delivers the bold performance aesthetic your car deserves.





 Designed to improve looks and aerodynamics

 Quick and easy to fit to the side of your vehicle

 Manufactured from automotive grade ABS plastic

 Give your Caddy a tougher look with our side skirts.

 Finished in gloss black ready to be fitted","Styling > Side Skirts","https://www.4x4predator.co.uk/side-skirts/volkswagen-caddy-mk4-swb-2015-2020-gloss-black-side-skirts/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/KSSS006-001.1-flip.jpg","94.99","","in stock","Volkswagen,Caddy,MK3 / MK4 (2004-2020)"
"153721","KSSS003","Volkswagen Transporter T7 SWB 2025+ Gloss Black Side Skirts","Ford Transit Custom MK2 - 2024+

Ford Tourneo Custom MK2 - 2024+

Volkswagen Transporter T7 - 2025+

Volkswagen Caravelle T7 - 2025+



Please Note:

This is only suitable for the short wheelbase (SWB) models (3,100 mm).","Predator4x4 side skirts combine sleek aesthetics with simplicity, giving your Transporter a wider, lower stance in one easy upgrade. Whether you're hitting the trails or turning heads on the street, Predator4x4 side skirts​ delivers the bold performance aesthetic your car deserves.





 Compliment the styling of your car with our side skirts

 Manufactured from automotive grade ABS plastic

 Quick and easy to fit to the side of your vehicle

 Finished in gloss black ready to be fitted

 Improve your Transporter’s aerodynamics","Styling > Side Skirts","https://www.4x4predator.co.uk/side-skirts/volkswagen-transporter-t7-swb-2025-gloss-black-side-skirts/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/KSSS003-03.jpg","144.99","","in stock","Volkswagen,T7 (2022+),Transporter"
"153722","KSSS003-1","Ford Transit Custom SWB 2024+ Gloss Black Side Skirts","Ford Transit Custom MK2 - 2024+

Ford Tourneo Custom MK2 - 2024+

Volkswagen Transporter T7 - 2025+

Volkswagen Caravelle T7 - 2025+



Please Note:

This is only suitable for the short wheelbase (SWB) models (3,100 mm).","Predator4x4 side skirts​ combine sleek aesthetics with simplicity, giving your Transit Custom​ a wider, lower stance in one easy upgrade. Whether you're hitting the trails or turning heads on the street, Predator side skirts​ 4x4 delivers the bold performance aesthetic your car deserves.





 Compliment the styling of your car with our side skirts

 Manufactured from automotive grade ABS plastic

 Quick and easy to fit to the side of your vehicle

 Finished in gloss black ready to be fitted

 Improve your Transit Custom​'s aerodynamics","Styling > Side Skirts","https://www.4x4predator.co.uk/side-skirts/ford-transit-custom-swb-2024-gloss-black-side-skirts/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/KSSS003-02.jpg","144.99","","in stock","Ford,MK2 V710 (2023+),Transit Custom"
"153723","KSSS004","Volkswagen Caddy MK5 LWB 2020+ Gloss Black Side Skirts","Ford Transit Connect Maxi MK3 - 2021+

Ford Tourneo Connect Maxi MK3 - 2021+

Volkswagen Caddy Maxi MK5 - 2020+



Please Note:

This is ONLY suitable for long wheelbase (LWB) models only (2,975 mm).","Predator4x4 side skirts combine sleek aesthetics with simplicity, giving your Caddy a wider, lower stance in one easy upgrade. Whether you're hitting the trails or turning heads on the street, Predator4x4 side skirts​ delivers the bold performance aesthetic your car deserves.





 Designed to improve looks and aerodynamics

 Quick and easy to fit to the side of your vehicle

 Manufactured from automotive grade ABS plastic

 Give your VW a tougher look with our side skirts.

 Finished in gloss black ready to be fitted","Styling > Side Skirts","https://www.4x4predator.co.uk/side-skirts/volkswagen-caddy-mk5-lwb-2020-gloss-black-side-skirts/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/KSSS004-01.1-pred.jpg","104.99","","in stock","Volkswagen,Caddy,MK5 (2021+)"
"153718","KSSP003","Volkswagen Caddy MK5 2020+ Gloss Black Tailgate Roof Spoiler","Ford Transit Connect Panel Van - SKN - 2024+

Ford Tourneo Connect Passenger Van (MPV) - SK - 2020+

Volkswagen Caddy MK5 Passenger Van (MPV) - SB - 2020+","Our spoilers are designed using CAD to ensure perfect fitment every time. Fitting a Predator4x4 spoiler will greatly improve both the exterior appearance and aerodynamics of your vehicle.





 Finished in gloss black ready to be fitted

 Designed to fit flush with the shape of your Caddy's tailgate

 Manufactured from OEM quality ABS for strength and durability

 Supplied with all necessary hardware for easy installation

 Designed to offer perfect fitment with no modifications required","Styling > Spoilers","https://www.4x4predator.co.uk/body-styling/volkswagen-caddy-mk5-2020-gloss-black-tailgate-roof-spoiler/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/KSSP003-01.jpg","89.99","","in stock","Volkswagen,Caddy,MK5 (2021+)"
"153719","KSSP003-1","Ford Transit Connect 2024+ Gloss Black Tailgate Roof Spoiler","Ford Transit Connect Panel Van - SKN - 2024+

Ford Tourneo Connect Passenger Van (MPV) - SK - 2020+

Volkswagen Caddy MK5 Passenger Van (MPV) - SB - 2020+","Our spoilers are designed using CAD to ensure perfect fitment every time. Fitting a Predator4x4 spoiler will greatly improve both the exterior appearance and aerodynamics of your vehicle.





 Finished in gloss black ready to be fitted

 Designed to fit flush with the shape of your Caddy's tailgate

 Manufactured from OEM quality ABS for strength and durability

 Supplied with all necessary hardware for easy installation

 Designed to offer perfect fitment with no modifications required","Styling > Spoilers","https://www.4x4predator.co.uk/body-styling/ford-transit-connect-2024-gloss-black-tailgate-roof-spoiler/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/KSSP003-02.jpg","89.99","","in stock","Ford,MK3 (2020+),Transit,Transit / Tourneo Connect"
"153720","KSSP004","Volkswagen Caddy MK4 2015-2020 Gloss Black Tailgate Roof Spoiler","Volkswagen Caddy MK4 - SA - 2015-2020 (facelift models only)","Our spoilers are designed using CAD to ensure perfect fitment every time. Fitting a Predator4x4 spoiler will greatly improve both the exterior appearance and aerodynamics of your vehicle.







Finished in gloss black ready to be fitted

Designed to fit flush with the shape of your Caddy's tailgate

Manufactured from OEM quality ABS for strength and durability

Supplied with all necessary hardware for easy installation

Designed to offer perfect fitment with no modifications required","Styling > Spoilers","https://www.4x4predator.co.uk/body-styling/volkswagen-caddy-mk4-2015-2020-gloss-black-tailgate-roof-spoiler/","https://www.4x4predator.co.uk/wp-content/uploads/2025/06/KSSP004-03.jpg","79.99","","in stock","Volkswagen,Caddy,MK3 / MK4 (2004-2020)"
