Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Image Src
isuzu-d-max-rg-mk3-2021-black-roof-cross-bars,Isuzu D-Max RG MK3 2021+ Black Roof Cross Bars,"Predator4x4 cross bars offer exceptional balance of lightweight construction and unmatched durability. Our Predator4x4 cross bars create a secure and convenient platform for transporting a wide range of gear including, roof boxes, bicycles, luggage and more.







 Designed with a non-slip rubber surface on top for optimal grip

 Manufactured from high quality, lightweight aluminium

 Powder coated in matte black to resist corrosion

 Great way of allowing use of a roof box/ basket

 Easy & straightforward installation",,Storage > Cross Bars,"Storage, Cross Bars",TRUE,Title,Isuzu D-Max RG MK3 2021+ Black Roof Cross Bars,YHRR022-4,0,shopify,0,deny,manual,74.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/02/50-50-3-copy-no-illustration-p.jpg
isuzu-d-max-rt-mk2-12-20-black-cross-bars,Isuzu D-Max RT MK2 12-20 Black Cross Bars,"Predator4x4 cross bars offer exceptional balance of lightweight construction and unmatched durability. Our Predator4x4 cross bars create a secure and convenient platform for transporting a wide range of gear including, roof boxes, bicycles, luggage and more.







 Designed with a non-slip rubber surface on top for optimal grip

 Manufactured from high quality, lightweight aluminium

 Powder coated in matte black to resist corrosion

 Great way of allowing use of a roof box/ basket

 Easy & straightforward installation",,Storage > Cross Bars,"Storage, Cross Bars",TRUE,Title,Isuzu D-Max RT MK2 12-20 Black Cross Bars,YHRR022-3,0,shopify,0,deny,manual,74.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/02/50-50-3.jpg
ford-ranger-t9-2023-black-cross-bars,Ford Ranger T9 2023+ Black Cross Bars,"Predator4x4 cross bars offer exceptional balance of lightweight construction and unmatched durability. Our Predator4x4 cross bars create a secure and convenient platform for transporting a wide range of gear including, roof boxes, bicycles, luggage and more.







 Designed with a non-slip rubber surface on top for optimal grip

 Manufactured from high quality, lightweight aluminium

 Powder coated in matte black to resist corrosion

 Great way of allowing use of a roof box/ basket

 Easy & straightforward installation",,Storage > Cross Bars,"Storage, Cross Bars",TRUE,Title,Ford Ranger T9 2023+ Black Cross Bars,YHRR022-2,0,shopify,0,deny,manual,74.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/02/50-50-3-copy-no-illustration-p.jpg
ford-ranger-t6-t7-t8-11-22-black-cross-bars,Ford Ranger T6 T7 T8 11-22 Black Cross Bars,"Predator4x4 cross bars offer exceptional balance of lightweight construction and unmatched durability. Our Predator4x4 cross bars create a secure and convenient platform for transporting a wide range of gear including, roof boxes, bicycles, luggage and more.



Designed with a non-slip rubber surface on top for optimal grip

Manufactured from high quality, lightweight aluminium

Powder coated in matte black to resist corrosion

Great way of allowing use of a roof box/ basket

Easy & straightforward installation",,Storage > Cross Bars,"Storage, Cross Bars",TRUE,Title,Ford Ranger T6 T7 T8 11-22 Black Cross Bars,YHRR022-1,0,shopify,0,deny,manual,74.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/02/50-50-5.jpg
vw-amarok-mk2-2023-black-rock-sliders-side-steps,VW Amarok MK2 2023+ Black Rock Sliders Side Steps,"Predator4x4 side steps offer the perfect combination of protection, utility, and style. Our Predator4x4 rock slider style side steps maximise protection of your sills and doors against potential off road impacts.

 Crafted from heavy-duty materials, our rock slider-style side steps are built to withstand the toughest off-road conditions
 Offering convenient entry and exit points while doubling as robust shields
 Provide your Ranger with a rugged and off-road-ready aesthetic
 
Powder coated black for maximum rust prevention
 
All fixings included for an easy installation",,Side Steps,Side Steps,TRUE,Title,VW Amarok MK2 2023+ Black Rock Sliders Side Steps,SMSS002-2,0,shopify,0,deny,manual,294.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/SMSS002-01.jpg
ford-ranger-t6-t7-t8-12-22-black-rock-sliders-side-steps,Ford Ranger T6 T7 T8 12-22 Black Rock Sliders Side Steps,"Predator4x4 side steps offer the perfect combination of protection, utility, and style. Our Predator4x4 rock slider style side steps maximise protection of your sills and doors against potential off road impacts.







 Crafted from heavy-duty materials, our rock slider-style side steps are built to withstand the toughest off-road conditions

 Offering convenient entry and exit points while doubling as robust shields

 Provide your Ranger with a rugged and off-road-ready aesthetic

 Powder coated black for maximum rust prevention

 All fixings included for an easy installation",,Side Steps,Side Steps,TRUE,Title,Ford Ranger T6 T7 T8 12-22 Black Rock Sliders Side Steps,SMSS002-1,0,shopify,0,deny,manual,294.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/02/50-50-4.jpg
vw-transporter-t6-2016-2019-lowering-springs-front-55mm-rear-40mm,VW Transporter T6 2016-2019 - Lowering Springs - Front 55mm Rear 40mm,"At Predator4x4, we know that enhancing both performance and style is key to making your vehicle stand out. Predator4x4 Suspension Kits are designed to take your vehicle to the next level. One of the simplest yet most impactful upgrades you can make is installing a set of Predator Performance Springs.

 Enhanced Stability and Handling
 Lowered, Aggressive Styling
 Progressive Spring Rates for Comfort and Control
 Corrosion-Resistant Coating for Durability
 Exceptional Value with a 5-Year Warranty",,Suspension > Lowering Springs,"Suspension, Lowering Springs",TRUE,Title,VW Transporter T6 2016-2019 - Lowering Springs - Front 55mm Rear 40mm,GRVSP-02337,0,shopify,0,deny,manual,199.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/DIRSP-01.jpg
vw-transporter-t6-2016-2024-lowering-springs-front-55mm-rear-55mm,VW Transporter T6 2016-2024 - Lowering Springs - Front 55mm - Rear 55mm,"At Predator4x4, we know that enhancing both performance and style is key to making your vehicle stand out. Predator4x4 Suspension Kits are designed to take your vehicle to the next level. One of the simplest yet most impactful upgrades you can make is installing a set of Predator Performance Springs.

 Enhanced Stability and Handling
 Lowered, Aggressive Styling
 Progressive Spring Rates for Comfort and Control
 Corrosion-Resistant Coating for Durability
 Exceptional Value with a 5-Year Warranty",,Suspension > Lowering Springs,"Suspension, Lowering Springs",TRUE,Title,VW Transporter T6 2016-2024 - Lowering Springs - Front 55mm - Rear 55mm,GRVSP-02336,0,shopify,0,deny,manual,199.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/DIRSP-01.jpg
vw-transporter-t6-2016-2024-lowering-springs-front-40mm-rear-40mm,VW Transporter T6 2016-2024 - Lowering Springs - Front 40mm - Rear 40mm,"At Predator4x4, we know that enhancing both performance and style is key to making your vehicle stand out. Predator4x4 Suspension Kits are designed to take your vehicle to the next level. One of the simplest yet most impactful upgrades you can make is installing a set of Predator Performance Springs.

 Enhanced Stability and Handling
 Lowered, Aggressive Styling
 Progressive Spring Rates for Comfort and Control
 Corrosion-Resistant Coating for Durability
 Exceptional Value with a 5-Year Warranty",,Suspension > Lowering Springs,"Suspension, Lowering Springs",TRUE,Title,VW Transporter T6 2016-2024 - Lowering Springs - Front 40mm - Rear 40mm,GRVSP-02335,0,shopify,0,deny,manual,199.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/DIRSP-01.jpg
vw-transporter-t5-2003-2015-lowering-springs-front-55mm-rear-40mm,VW Transporter T5 2003-2015 - Lowering Springs - Front 55mm - Rear 40mm,"At Predator4x4, we know that enhancing both performance and style is key to making your vehicle stand out. Predator4x4 Suspension Kits are designed to take your vehicle to the next level. One of the simplest yet most impactful upgrades you can make is installing a set of Predator Performance Springs.

 Enhanced Stability and Handling
 Lowered, Aggressive Styling
 Progressive Spring Rates for Comfort and Control
 Corrosion-Resistant Coating for Durability
 Exceptional Value with a 5-Year Warranty",,Suspension > Lowering Springs,"Suspension, Lowering Springs",TRUE,Title,VW Transporter T5 2003-2015 - Lowering Springs - Front 55mm - Rear 40mm,GRVSP-02334,0,shopify,0,deny,manual,199.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/DIRSP-01.jpg
vw-transporter-t5-2003-2015-lowering-springs-front-55mm-rear-55mm,VW Transporter T5 2003-2015 - Lowering Springs - Front 55mm - Rear 55mm,"At Predator4x4, we know that enhancing both performance and style is key to making your vehicle stand out. Predator4x4 Suspension Kits are designed to take your vehicle to the next level. One of the simplest yet most impactful upgrades you can make is installing a set of Predator Performance Springs.

 Enhanced Stability and Handling
 Lowered, Aggressive Styling
 Progressive Spring Rates for Comfort and Control
 Corrosion-Resistant Coating for Durability
 Exceptional Value with a 5-Year Warranty",,Suspension > Lowering Springs,"Suspension, Lowering Springs",TRUE,Title,VW Transporter T5 2003-2015 - Lowering Springs - Front 55mm - Rear 55mm,GRVSP-02312,0,shopify,0,deny,manual,199.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/DIRSP-01.jpg
vw-transporter-t5-2003-2015-lowering-springs-front-40mm-rear-40mm,VW Transporter T5 2003-2015 - Lowering Springs - Front 40mm - Rear 40mm,"At Predator4x4, we know that enhancing both performance and style is key to making your vehicle stand out. Predator4x4 Suspension Kits are designed to take your vehicle to the next level. One of the simplest yet most impactful upgrades you can make is installing a set of Predator Performance Springs.

 Enhanced Stability and Handling
 Lowered, Aggressive Styling
 Progressive Spring Rates for Comfort and Control
 Corrosion-Resistant Coating for Durability
 Exceptional Value with a 5-Year Warranty",,Suspension > Lowering Springs,"Suspension, Lowering Springs",TRUE,Title,VW Transporter T5 2003-2015 - Lowering Springs - Front 40mm - Rear 40mm,GRVSP-02260,0,shopify,0,deny,manual,199.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/DIRSP-01.jpg
vw-transporter-t6-16-24-gloss-black-rear-spoiler,VW Transporter T6 16-24 Gloss Black Rear Spoiler,"Our spoilers are designed using CAD to ensure perfect fitment every time. Fitting a Predator4x4 spoiler will greatly improve both the exterior appearance and aerodynamics of your vehicle.




 	

 	Adds an aggressive look to your Transporter, whilst improving aerodynamics & downforce




 	

 	Easy installation in minutes with a bond agent (not included)




 	

 	Finished in gloss black ready to be fitted




 	

 	Designed to offer perfect fitment with no modifications required




 	

 	Crafted from high-quality OEM-grade materials",,Styling > Spoilers,"Styling, Spoilers",TRUE,Title,VW Transporter T6 16-24 Gloss Black Rear Spoiler,HOSP022,0,shopify,0,deny,manual,84.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/HOSP022-01.jpg
vw-transporter-t6-16-24-rear-bumper-diffuser-gloss-black,VW Transporter T6 16-24 Rear Bumper Diffuser Gloss Black,"Predator4x4 Rear Diffusers are specifically designed to improve your Transporter's aesthetics with distinctive styling. Our Rear Diffusers complement your Transporter's other styling elements and pair well with our range of splitters and side skirts



 	

 	
Designed to be a direct fit to your Transporter with an included fitting kit for a hassle free installation.




 	

 	
Manufactured from OEM grade materials for long lasting strength and durability.




 	

 	
Adds to the overall styling of your Transporter with bold aesthetics.




 	

 	
Designed to accommodate the OEM exhaust tips.




 	

 	
Finished in gloss black ready to be fitted.",,Styling > Rear Diffusers,"Styling, Rear Diffusers",TRUE,Title,VW Transporter T6 16-24 Rear Bumper Diffuser Gloss Black,HORD017,0,shopify,0,deny,manual,89.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/HORD017-01fitted.jpg
vw-transporter-t6-16-21-sportline-style-gloss-black-rear-spoiler,VW Transporter T6 16-21 Sportline Style Gloss Black Rear Spoiler,"Our spoilers are designed using CAD to ensure perfect fitment every time. Fitting a Predator4x4 spoiler will greatly improve both the exterior appearance and aerodynamics of your vehicle.




 	

 	Adds an aggressive look to your Transporter, whilst improving aerodynamics & downforce




 	

 	Easy installation in minutes with a bonding agent (not included)




 	

 	Finished in gloss black ready to be fitted




 	

 	Designed to offer perfect fitment with no modifications required




 	

 	Crafted from high-quality OEM-grade materials",,Styling > Spoilers,"Styling, Spoilers",TRUE,Title,VW Transporter T6 16-21 Sportline Style Gloss Black Rear Spoiler,HOSP037,0,shopify,0,deny,manual,74.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/01/50-50-15.jpg
vw-transporter-t6-2016-2024-rear-bumper-spats-diffuser-gloss-black,VW Transporter T6 2016-2024 Rear Bumper Spats Diffuser Gloss Black,"Enhance your vehicle's aerodynamics and style with our rear spats, a must-have accessory for improving both performance and appearance. These precision-engineered spats are designed to be a flush fit onto the original rear bumper, making installation as easy as possible







 Designed to be a direct fit to your Transporter with an included fitting kit for a hassle free installation.

 Manufactured from OEM grade materials for long lasting strength and durability.

 Adds to the overall styling of your Transporter with bold aesthetics.

 Designed to accommodate the OEM exhaust tips.

 Finished in gloss black ready to be fitted.",,Styling > Rear Diffusers,"Styling, Rear Diffusers",TRUE,Title,VW Transporter T6 2016-2024 Rear Bumper Spats Diffuser Gloss Black,HOSS002,0,shopify,0,deny,manual,64.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/HOSS002-01fitted.jpg
vw-t5-t6-transporter-10-21-gloss-black-rear-spoiler,VW T5 T6 Transporter 10-21 Gloss Black Rear Spoiler,"Our spoilers are designed using CAD to ensure perfect fitment every time. Fitting a Predator4x4 spoiler will greatly improve both the exterior appearance and aerodynamics of your vehicle.



&nbsp;

&nbsp;

 	

 	Adds an aggressive look to your T5 T6 Transporter, whilst improving aerodynamics & downforce



&nbsp;

 	

 	Easy installation in minutes with a bonding agent (not included)



&nbsp;

 	

 	Finished in gloss black ready to be fitted



&nbsp;

 	

 	Designed to offer perfect fitment with no modifications required



&nbsp;

 	

 	Crafted from high-quality OEM-grade materials



&nbsp;

&nbsp;",,Styling > Spoilers,"Styling, Spoilers",TRUE,Title,VW T5 T6 Transporter 10-21 Gloss Black Rear Spoiler,HOSP036,0,shopify,0,deny,manual,54.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/HOSP036-01.jpg
toyota-hilux-mk8-revo-15-20-matte-black-bonnet-hood-scoop,Toyota Hilux MK8 Revo 15-20 Matte Black Bonnet Hood Scoop,"Our bonnet vent kits are a great accessory for your vehicle, offering a simple and straightforward way to update the look of your pick-up's front end.







 



 Manufactured from OEM grade ABS material











 



 Add an aggressive look to bonnet of your Hilux











 



 Suitable for fitting as supplied or painting ifdesired











 



 Simple upgrade to refresh the front end of your Toyota











 



 Easily fit to the standard bonnet",,Styling > Bonnet Scoops,"Styling, Bonnet Scoops",TRUE,Title,Toyota Hilux MK8 Revo 15-20 Matte Black Bonnet Hood Scoop,SNBS015,0,shopify,0,deny,manual,74.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/01/50-50-8.jpg
stealth-led-land-rover-discovery-sport-2014-2019-twin-7-luminous-led-integration-kit-10-080-lumens,"Stealth LED Land Rover Discovery Sport 2014-2019 Twin 7 Luminous LED Integration Kit - 10,080 Lumens","Our Twin 7' Stealth LED Grille kit produces 10,080 raw lumens.



 Includes hardware, wireless control fob and wiring loom

 Our LED's use the highest quality Osram bulbs

 Bespoke stainless steel mounting brackets

 Impact & scratch resistant Polycarbonate lens

 UV protective & hard coating applied

 3D Printed Grille End-Caps

 E-marked & fully road-legal

 Black powder-coat finish

 5-year warranty



DESIGNED BY Stealth LED





Designed using sophisticated CAD and 3D scanning software and fabricated in-house, our twin 7' LED light Kit is ingeniously engineered to mount to the grille using bespoke mounting brackets and includes a step by step installation guide.



Our Luminous Integration Kit for the Discovery Sport offers a perfect blend of functionality and aesthetic appeal, perfect for both commercial and personal use. Improving visibility and safety for work sites, night time driving and camping.",,Stealth LED Lights > Integration Kits,"Stealth LED Lights, Integration Kits",TRUE,Title,"Stealth LED Land Rover Discovery Sport 2014-2019 Twin 7 Luminous LED Integration Kit - 10,080 Lumens",GL168,0,shopify,0,deny,manual,349.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/06/DSC_2605-WEB-V2.jpg
isuzu-d-max-rg-mk3-double-cab-2021-matte-black-3-side-bars,Isuzu D-Max RG MK3 Double Cab 2021+ Matte Black 3 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your D-Max











 



 Specifically designed to fit the D-Max for secure and flush fitment











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Isuzu D-Max RG MK3 Double Cab 2021+ Matte Black 3 Side Bars,SHSB032,0,shopify,0,deny,manual,129.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/SHSB032-02.jpg
ford-tourneo-connect-swb-2021-matte-black-2-side-bars,Ford Tourneo Connect SWB 2021+ Matte Black 2 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your Tourneo Connect











 



 Specifically designed to fit the Tourneo Connect for secure and flush fitment











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Ford Tourneo Connect SWB 2021+ Matte Black 2 Side Bars,SHSB031-1,0,shopify,0,deny,manual,144.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/SHSB031-02.jpg
volkswagen-caddy-mk5-swb-2021-matte-black-2-side-bars,Volkswagen Caddy MK5 SWB 2021+ Matte Black 2 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your Caddy











 



 Specifically designed to fit the Caddy for secure and flush fitment











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Volkswagen Caddy MK5 SWB 2021+ Matte Black 2 Side Bars,SHSB031,0,shopify,0,deny,manual,144.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/SHSB031-01.jpg
vw-caddy-mk3-mk4-04-20-matte-black-2-trapezoid-side-bars,VW Caddy MK3 MK4 04-20 Matte Black 2 Trapezoid Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your van and adds a rugged yet stylish look to your Caddy











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Specifically designed to fit the Caddy for secure and flush fitment











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,VW Caddy MK3 MK4 04-20 Matte Black 2 Trapezoid Side Bars,SHSB030,0,shopify,0,deny,manual,144.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/01/50-50-11.jpg
land-rover-defender-110-l316-83-16-matte-black-3-side-bars,Land Rover Defender 110 L316 83-16 Matte Black 3 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your Defender











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Specifically designed to fit the Defender for secure and flush fitment











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Land Rover Defender 110 L316 83-16 Matte Black 3 Side Bars,SHSB029,0,shopify,0,deny,manual,179.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/01/SHSB029-01-copy.jpg
land-rover-defender-90-l316-83-16-matte-black-3-side-bars,Land Rover Defender 90 L316 83-16 Matte Black 3 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your Defender











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Specifically designed to fit the Defender for secure and flush fitment











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Land Rover Defender 90 L316 83-16 Matte Black 3 Side Bars,SHSB028,0,shopify,0,deny,manual,179.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/01/50-50-12.jpg
land-rover-defender-110-l663-2020-matte-black-3-side-bars,Land Rover Defender 110 L663 2020+ Matte Black 3 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.



 Helps protect the sides of your car and adds a rugged yet stylish look to your Defender

 Powder coated black finish for added longevity & corrosion prevention

 Specifically designed to fit the Defender for secure and flush fitment

 Manufactured from strong, durable stainless steel to last a lifetime

 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Land Rover Defender 110 L663 2020+ Matte Black 3 Side Bars,SHSB027,0,shopify,0,deny,manual,129.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/SHSB027-02.jpg
vw-amarok-mk1-double-cab-10-20-matte-black-3-side-bars,VW Amarok MK1 Double Cab 10-20 Matte Black 3 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.

 Helps protect the sides of your car and adds a rugged yet stylish look to your Amarok
 Powder coated black finish for added longevity & corrosion prevention
 Specifically designed to fit the Amarok for secure and flush fitment
 Manufactured from strong, durable stainless steel to last a lifetime
 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,VW Amarok MK1 Double Cab 10-20 Matte Black 3 Side Bars,SHSB026,0,shopify,0,deny,manual,159.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/SHSB020-02-Flip.jpg
toyota-hilux-mk8-15-21-gr-style-side-steps,Toyota Hilux MK8 15-21 GR Style Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

 Aluminium construction finished with drainage strips to provide good underfoot grip even in wet weather conditions
 Powder coated brackets ensure long lasting strength and corrosion resistance
 Securely bolts to OEM mounting points for accurate fitment
 Stylish and practical addition to your Hilux
 Protects the side of your vehicle",,Side Steps,Side Steps,TRUE,Title,Toyota Hilux MK8 15-21 GR Style Side Steps,HWSS002-1,0,shopify,0,deny,manual,219.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/HWSS002-50-50.jpg
nissan-navara-d23-np300-double-cab-15-21-matte-black-3-side-bars,Nissan Navara D23 NP300 Double Cab 15-21 Matte Black 3 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your Navara











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Specifically designed to fit the Navara for secure and flush fitment











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Nissan Navara D23 NP300 Double Cab 15-21 Matte Black 3 Side Bars,SHSB025,0,shopify,0,deny,manual,159.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/01/50-50-9.jpg
mitsubishi-l200-series-5-6-double-cab-15-23-matte-black-3-side-bars,Mitsubishi L200 Series 5 & 6 Double Cab 15-23 Matte Black 3 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your L200











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Specifically designed to fit the L200 for secure and flush fitment











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Mitsubishi L200 Series 5 & 6 Double Cab 15-23 Matte Black 3 Side Bars,SHSB024,0,shopify,0,deny,manual,159.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/SHSB024-2.jpg
toyota-hilux-mk8-mk9-double-cab-2015-matte-black-3-side-bars,Toyota Hilux MK8 MK9 Double Cab 2015+ Matte Black 3 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your Hilux











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Specifically designed to fit the Hilux for secure and flush fitment











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Toyota Hilux MK8 MK9 Double Cab 2015+ Matte Black 3 Side Bars,SHSB023,0,shopify,0,deny,manual,124.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/01/LOW-STRAIGHT-copy50-50.jpg
ford-transit-custom-swb-mk2-2023-matte-black-2-4-side-bars,Ford Transit Custom SWB MK2 2023+ Matte Black 2.4 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your Transit











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Specifically designed to fit the Transit Custom for secure and flush fitment











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Ford Transit Custom SWB MK2 2023+ Matte Black 2.4 Side Bars,SHSB021,0,shopify,0,deny,manual,144.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/01/50-50-10.jpg
ford-ranger-t9-double-cab-2023-matte-black-3-side-bars,Ford Ranger T9 Double Cab 2023+ Matte Black 3 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your Ranger











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Specifically designed to fit the Ranger for secure and flush fitment











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,Ford Ranger T9 Double Cab 2023+ Matte Black 3 Side Bars,SHSB020-1,0,shopify,0,deny,manual,154.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/01/50-50-14.jpg
vw-amarok-mk2-double-cab-2023-matte-black-3-side-bars,VW Amarok MK2 Double Cab 2023+ Matte Black 3 Side Bars,"Our side bars are designed using CAD to ensure perfect fitment every time. Fitting Predator4x4 side bars will greatly improve the exterior appearance of your vehicle as well as protection.







 



 Helps protect the sides of your car and adds a rugged yet stylish look to your Amarok











 



 Powder coated black finish for added longevity & corrosion prevention











 



 Specifically designed to fit the Amarok for secure and flush fitment











 



 Manufactured from strong, durable stainless steel to last a lifetime











 



 Supplied as a pair with required brackets and fittings",,Styling > Side Bars,"Styling, Side Bars",TRUE,Title,VW Amarok MK2 Double Cab 2023+ Matte Black 3 Side Bars,SHSB020-2,0,shopify,0,deny,manual,154.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/SHSB020-02-Flip.jpg
